"","city","stateProvince","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"372","Brockton","MA",94,38550,20.3880984583597,4.597280862822,0.225488457013851,-71.0242,42.0821,"Annual estimated Salary in  Brockton : $ 38550","Daily estimated Click per job in  Brockton :  20.3880984583597 clicks","Daily estimated Local Click ratio per job in  Brockton : $ 0.225488457013851"
"373","Kingston","NY",52,38550,20.4200458990082,4.42160493081394,0.21653256572889,-73.9968,41.9295,"Annual estimated Salary in  Kingston : $ 38550","Daily estimated Click per job in  Kingston :  20.4200458990082 clicks","Daily estimated Local Click ratio per job in  Kingston : $ 0.21653256572889"
"374","Brentwood","TN",163,38500,20.5036212167505,1.76408000810522,0.086037485254753,-86.7759,35.9917,"Annual estimated Salary in  Brentwood : $ 38500","Daily estimated Click per job in  Brentwood :  20.5036212167505 clicks","Daily estimated Local Click ratio per job in  Brentwood : $ 0.086037485254753"
"375","Conroe","TX",135,38500,29.1081486043179,4.66092016277725,0.160124239646277,-95.4705,30.3174,"Annual estimated Salary in  Conroe : $ 38500","Daily estimated Click per job in  Conroe :  29.1081486043179 clicks","Daily estimated Local Click ratio per job in  Conroe : $ 0.160124239646277"
"376","Santa Fe","NM",161,38500,18.3486019892061,4.00604722277852,0.218329833800698,-105.9818,35.6619,"Annual estimated Salary in  Santa Fe : $ 38500","Daily estimated Click per job in  Santa Fe :  18.3486019892061 clicks","Daily estimated Local Click ratio per job in  Santa Fe : $ 0.218329833800698"
"377","Charleston","SC",551,38400,23.8461396702755,3.91487523238544,0.164172284760429,-79.9643,32.8137,"Annual estimated Salary in  Charleston : $ 38400","Daily estimated Click per job in  Charleston :  23.8461396702755 clicks","Daily estimated Local Click ratio per job in  Charleston : $ 0.164172284760429"
"378","Des Plaines","IL",115,38400,19.2605581891808,2.02811749006931,0.105298998614098,-87.9008,42.0343,"Annual estimated Salary in  Des Plaines : $ 38400","Daily estimated Click per job in  Des Plaines :  19.2605581891808 clicks","Daily estimated Local Click ratio per job in  Des Plaines : $ 0.105298998614098"
"379","Hopkinsville","KY",51,38400,32.965760418943,6.69701416027388,0.203150604602028,-87.4789,36.8388,"Annual estimated Salary in  Hopkinsville : $ 38400","Daily estimated Click per job in  Hopkinsville :  32.965760418943 clicks","Daily estimated Local Click ratio per job in  Hopkinsville : $ 0.203150604602028"
"380","New Bern","NC",53,38400,28.9243306367357,6.925000079185,0.239417816306865,-77.0723,35.0956,"Annual estimated Salary in  New Bern : $ 38400","Daily estimated Click per job in  New Bern :  28.9243306367357 clicks","Daily estimated Local Click ratio per job in  New Bern : $ 0.239417816306865"
"381","Roanoke","VA",390,38400,22.7275275305525,6.45210675918853,0.283889514621201,-79.9581,37.2784,"Annual estimated Salary in  Roanoke : $ 38400","Daily estimated Click per job in  Roanoke :  22.7275275305525 clicks","Daily estimated Local Click ratio per job in  Roanoke : $ 0.283889514621201"
"382","Savannah","GA",443,38400,27.6949766937757,6.78472472085174,0.244980336899022,-81.1784,32.0282,"Annual estimated Salary in  Savannah : $ 38400","Daily estimated Click per job in  Savannah :  27.6949766937757 clicks","Daily estimated Local Click ratio per job in  Savannah : $ 0.244980336899022"
"383","Toledo","OH",436,38400,21.5821073836147,6.6645045766256,0.308797674766708,-83.582,41.6639,"Annual estimated Salary in  Toledo : $ 38400","Daily estimated Click per job in  Toledo :  21.5821073836147 clicks","Daily estimated Local Click ratio per job in  Toledo : $ 0.308797674766708"
"384","Towson","MD",157,38400,29.117704872506,1.83203247814077,0.0629181622027719,-76.619,39.3944,"Annual estimated Salary in  Towson : $ 38400","Daily estimated Click per job in  Towson :  29.117704872506 clicks","Daily estimated Local Click ratio per job in  Towson : $ 0.0629181622027719"
"385","Charlottesville","VA",296,38350,19.5530614761659,5.07506048480947,0.259553241368145,-78.4856,38.0374,"Annual estimated Salary in  Charlottesville : $ 38350","Daily estimated Click per job in  Charlottesville :  19.5530614761659 clicks","Daily estimated Local Click ratio per job in  Charlottesville : $ 0.259553241368145"
"386","Elkton","MD",58,38350,20.422869516276,4.08878258567835,0.200206076938395,-75.8205,39.6066,"Annual estimated Salary in  Elkton : $ 38350","Daily estimated Click per job in  Elkton :  20.422869516276 clicks","Daily estimated Local Click ratio per job in  Elkton : $ 0.200206076938395"
"387","Binghamton","NY",96,38300,22.6599532664569,5.5639629884103,0.24554167976359,-75.9092,42.1014,"Annual estimated Salary in  Binghamton : $ 38300","Daily estimated Click per job in  Binghamton :  22.6599532664569 clicks","Daily estimated Local Click ratio per job in  Binghamton : $ 0.24554167976359"
"388","Chattanooga","TN",463,38300,25.3130028471598,6.49772539806263,0.256695163244597,-85.2488,35.0657,"Annual estimated Salary in  Chattanooga : $ 38300","Daily estimated Click per job in  Chattanooga :  25.3130028471598 clicks","Daily estimated Local Click ratio per job in  Chattanooga : $ 0.256695163244597"
"389","Encino","CA",54,38300,22.7584773925725,1.52087004427618,0.066826528771759,NA,NA,"Annual estimated Salary in  Encino : $ 38300","Daily estimated Click per job in  Encino :  22.7584773925725 clicks","Daily estimated Local Click ratio per job in  Encino : $ 0.066826528771759"
"390","Jacksonville","FL",1499,38300,34.3236685541767,11.9256895858787,0.347447988173383,-81.6749,30.3322,"Annual estimated Salary in  Jacksonville : $ 38300","Daily estimated Click per job in  Jacksonville :  34.3236685541767 clicks","Daily estimated Local Click ratio per job in  Jacksonville : $ 0.347447988173383"
"391","Panama City","FL",143,38300,20.1894733107281,5.84962364038158,0.289736317057527,-85.6153,30.1985,"Annual estimated Salary in  Panama City : $ 38300","Daily estimated Click per job in  Panama City :  20.1894733107281 clicks","Daily estimated Local Click ratio per job in  Panama City : $ 0.289736317057527"
"392","Salem","OR",304,38300,19.5796752964927,5.30081538869398,0.270730505405444,-123.0245,44.9231,"Annual estimated Salary in  Salem : $ 38300","Daily estimated Click per job in  Salem :  19.5796752964927 clicks","Daily estimated Local Click ratio per job in  Salem : $ 0.270730505405444"
"393","Santa Cruz","CA",98,38300,16.369421996026,3.74437119061287,0.228741808447597,-122.0346,36.9788,"Annual estimated Salary in  Santa Cruz : $ 38300","Daily estimated Click per job in  Santa Cruz :  16.369421996026 clicks","Daily estimated Local Click ratio per job in  Santa Cruz : $ 0.228741808447597"
"394","The Woodlands","TX",178,38300,25.9030671710918,1.18496789436374,0.0457462387190263,-95.5135,30.1738,"Annual estimated Salary in  The Woodlands : $ 38300","Daily estimated Click per job in  The Woodlands :  25.9030671710918 clicks","Daily estimated Local Click ratio per job in  The Woodlands : $ 0.0457462387190263"
"395","Cranston","RI",74,38250,33.9842554574825,3.87623459499421,0.114059718031597,-71.4858,41.7658,"Annual estimated Salary in  Cranston : $ 38250","Daily estimated Click per job in  Cranston :  33.9842554574825 clicks","Daily estimated Local Click ratio per job in  Cranston : $ 0.114059718031597"
"396","Hendersonville","NC",72,38250,25.7591453766838,5.58747355742885,0.216912225763764,-82.4579,35.3239,"Annual estimated Salary in  Hendersonville : $ 38250","Daily estimated Click per job in  Hendersonville :  25.7591453766838 clicks","Daily estimated Local Click ratio per job in  Hendersonville : $ 0.216912225763764"
"397","Reading","PA",194,38250,19.8419194781191,6.27815691797651,0.316408748906567,-75.9266,40.34,"Annual estimated Salary in  Reading : $ 38250","Daily estimated Click per job in  Reading :  19.8419194781191 clicks","Daily estimated Local Click ratio per job in  Reading : $ 0.316408748906567"
"398","Yakima","WA",152,38250,18.9369899062412,6.39298058905995,0.337592226679752,-120.5492,46.5926,"Annual estimated Salary in  Yakima : $ 38250","Daily estimated Click per job in  Yakima :  18.9369899062412 clicks","Daily estimated Local Click ratio per job in  Yakima : $ 0.337592226679752"
"399","Ithaca","NY",103,38200,18.6238285613164,4.89935333239049,0.263069073915712,-76.5032,42.4442,"Annual estimated Salary in  Ithaca : $ 38200","Daily estimated Click per job in  Ithaca :  18.6238285613164 clicks","Daily estimated Local Click ratio per job in  Ithaca : $ 0.263069073915712"
"400","Kansas City","MO",1067,38200,23.3800165021151,6.55247253059461,0.280259534034197,-94.5541,39.1239,"Annual estimated Salary in  Kansas City : $ 38200","Daily estimated Click per job in  Kansas City :  23.3800165021151 clicks","Daily estimated Local Click ratio per job in  Kansas City : $ 0.280259534034197"
"401","Lake Forest","CA",71,38200,17.0777825344436,2.13661946463354,0.125111059373444,-117.6712,33.6606,"Annual estimated Salary in  Lake Forest : $ 38200","Daily estimated Click per job in  Lake Forest :  17.0777825344436 clicks","Daily estimated Local Click ratio per job in  Lake Forest : $ 0.125111059373444"
"402","Mobile","AL",275,38200,33.729441110428,9.86957128193603,0.292609985728008,NA,NA,"Annual estimated Salary in  Mobile : $ 38200","Daily estimated Click per job in  Mobile :  33.729441110428 clicks","Daily estimated Local Click ratio per job in  Mobile : $ 0.292609985728008"
"403","Pueblo","CO",145,38200,24.4061102908515,7.36232668990833,0.301659158389859,-104.613,38.2701,"Annual estimated Salary in  Pueblo : $ 38200","Daily estimated Click per job in  Pueblo :  24.4061102908515 clicks","Daily estimated Local Click ratio per job in  Pueblo : $ 0.301659158389859"
"404","Salt Lake City","UT",1148,38200,20.3317829319409,6.3662957649463,0.313120388224534,-111.9301,40.7774,"Annual estimated Salary in  Salt Lake City : $ 38200","Daily estimated Click per job in  Salt Lake City :  20.3317829319409 clicks","Daily estimated Local Click ratio per job in  Salt Lake City : $ 0.313120388224534"
"405","Ventura","CA",143,38200,20.129704742549,4.06494197942266,0.201937486486348,-119.2932,34.2783,"Annual estimated Salary in  Ventura : $ 38200","Daily estimated Click per job in  Ventura :  20.129704742549 clicks","Daily estimated Local Click ratio per job in  Ventura : $ 0.201937486486348"
"406","West Palm Beach","FL",422,38200,29.8234803424677,6.52764641664072,0.218876078233752,-80.1315,26.7468,"Annual estimated Salary in  West Palm Beach : $ 38200","Daily estimated Click per job in  West Palm Beach :  29.8234803424677 clicks","Daily estimated Local Click ratio per job in  West Palm Beach : $ 0.218876078233752"
"407","City of Sunrise","FL",108,38150,21.9693574308084,1.13174673591856,0.0515147855135479,NA,NA,"Annual estimated Salary in  City of Sunrise : $ 38150","Daily estimated Click per job in  City of Sunrise :  21.9693574308084 clicks","Daily estimated Local Click ratio per job in  City of Sunrise : $ 0.0515147855135479"
"408","Orangeburg","SC",92,38150,19.3199657630679,4.21366524131175,0.218099001467519,-80.8671,33.4928,"Annual estimated Salary in  Orangeburg : $ 38150","Daily estimated Click per job in  Orangeburg :  19.3199657630679 clicks","Daily estimated Local Click ratio per job in  Orangeburg : $ 0.218099001467519"
"409","East Lansing","MI",69,38100,24.2043689944601,3.11511725418317,0.128700618260123,-84.4834,42.7483,"Annual estimated Salary in  East Lansing : $ 38100","Daily estimated Click per job in  East Lansing :  24.2043689944601 clicks","Daily estimated Local Click ratio per job in  East Lansing : $ 0.128700618260123"
"410","Nashville","TN",1532,38100,22.4171469529166,4.66335127883647,0.208026083275943,-86.7844,36.1714,"Annual estimated Salary in  Nashville : $ 38100","Daily estimated Click per job in  Nashville :  22.4171469529166 clicks","Daily estimated Local Click ratio per job in  Nashville : $ 0.208026083275943"
"411","San Leandro","CA",177,38100,19.6964257478493,2.67117016029112,0.135616999474273,-122.1601,37.7071,"Annual estimated Salary in  San Leandro : $ 38100","Daily estimated Click per job in  San Leandro :  19.6964257478493 clicks","Daily estimated Local Click ratio per job in  San Leandro : $ 0.135616999474273"
"412","Tuscaloosa","AL",176,38100,26.1531457960777,7.11225199024689,0.271946328969479,NA,NA,"Annual estimated Salary in  Tuscaloosa : $ 38100","Daily estimated Click per job in  Tuscaloosa :  26.1531457960777 clicks","Daily estimated Local Click ratio per job in  Tuscaloosa : $ 0.271946328969479"
"413","O'Fallon","MO",106,38050,19.9113744801186,1.07775075037245,0.0541273909266571,-90.7178,38.7853,"Annual estimated Salary in  O'Fallon : $ 38050","Daily estimated Click per job in  O'Fallon :  19.9113744801186 clicks","Daily estimated Local Click ratio per job in  O'Fallon : $ 0.0541273909266571"
"414","Columbus","IN",147,38000,19.2446918486135,5.40163476628984,0.280681800923666,NA,NA,"Annual estimated Salary in  Columbus : $ 38000","Daily estimated Click per job in  Columbus :  19.2446918486135 clicks","Daily estimated Local Click ratio per job in  Columbus : $ 0.280681800923666"
"415","El Monte","CA",52,38000,17.1585523253831,2.21535714112162,0.129110958728399,-118.0291,34.0739,"Annual estimated Salary in  El Monte : $ 38000","Daily estimated Click per job in  El Monte :  17.1585523253831 clicks","Daily estimated Local Click ratio per job in  El Monte : $ 0.129110958728399"
"416","Farmington","NM",65,38000,23.572018897759,5.76634099210925,0.244626521687434,-108.1827,36.7559,"Annual estimated Salary in  Farmington : $ 38000","Daily estimated Click per job in  Farmington :  23.572018897759 clicks","Daily estimated Local Click ratio per job in  Farmington : $ 0.244626521687434"
"417","Fayetteville","NC",314,38000,30.5006660250076,9.40048120962791,0.308205768422251,-78.9777,35.0847,"Annual estimated Salary in  Fayetteville : $ 38000","Daily estimated Click per job in  Fayetteville :  30.5006660250076 clicks","Daily estimated Local Click ratio per job in  Fayetteville : $ 0.308205768422251"
"418","Glendale","CA",206,38000,23.8990703019774,2.86159239292242,0.119736556977518,-118.2468,34.1818,"Annual estimated Salary in  Glendale : $ 38000","Daily estimated Click per job in  Glendale :  23.8990703019774 clicks","Daily estimated Local Click ratio per job in  Glendale : $ 0.119736556977518"
"419","Lake Mary","FL",114,38000,29.8104577024539,2.25066456173932,0.0754991615426974,-81.336,28.7591,"Annual estimated Salary in  Lake Mary : $ 38000","Daily estimated Click per job in  Lake Mary :  29.8104577024539 clicks","Daily estimated Local Click ratio per job in  Lake Mary : $ 0.0754991615426974"
"420","Plymouth","MI",108,38000,34.0817682348188,1.81165456751248,0.0531561201587437,-83.468,42.3718,"Annual estimated Salary in  Plymouth : $ 38000","Daily estimated Click per job in  Plymouth :  34.0817682348188 clicks","Daily estimated Local Click ratio per job in  Plymouth : $ 0.0531561201587437"
"421","Portland","ME",201,38000,18.9235086469504,3.13292459019511,0.165557278443709,-70.2713,43.6772,"Annual estimated Salary in  Portland : $ 38000","Daily estimated Click per job in  Portland :  18.9235086469504 clicks","Daily estimated Local Click ratio per job in  Portland : $ 0.165557278443709"
"422","Stockton","CA",258,38000,28.9064597174561,10.8760769135613,0.376250741871149,-121.3111,37.9766,"Annual estimated Salary in  Stockton : $ 38000","Daily estimated Click per job in  Stockton :  28.9064597174561 clicks","Daily estimated Local Click ratio per job in  Stockton : $ 0.376250741871149"
