"","city","stateProvince","normTitleCategory","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"649","Overland Park","KS","management",45,58500,20.7032073508923,2.62129111115004,0.126612802872646,-94.6871,38.8871,"Annual estimated Salary of  management  in  Overland Park : $ 58500","Daily estimated Click per job of  management  in  Overland Park :  20.7032073508923 clicks","Daily estimated Local Click ratio per job in  Overland Park : $ 0.126612802872646"
"650","Glen Burnie","MD","mednurse",22,58450,12.2510767791841,1.28215677894448,0.104656660149498,-76.6072,39.1559,"Annual estimated Salary of  mednurse  in  Glen Burnie : $ 58450","Daily estimated Click per job of  mednurse  in  Glen Burnie :  12.2510767791841 clicks","Daily estimated Local Click ratio per job in  Glen Burnie : $ 0.104656660149498"
"651","Baltimore","MD","accounting",37,58300,21.523742621538,4.67656450439282,0.217274689937667,-76.6144,39.3051,"Annual estimated Salary of  accounting  in  Baltimore : $ 58300","Daily estimated Click per job of  accounting  in  Baltimore :  21.523742621538 clicks","Daily estimated Local Click ratio per job in  Baltimore : $ 0.217274689937667"
"652","Los Angeles","CA","techhelp",41,58300,21.8515550985633,4.7387398822586,0.216860532849223,-118.4068,34.114,"Annual estimated Salary of  techhelp  in  Los Angeles : $ 58300","Daily estimated Click per job of  techhelp  in  Los Angeles :  21.8515550985633 clicks","Daily estimated Local Click ratio per job in  Los Angeles : $ 0.216860532849223"
"653","Lubbock","TX","mednurse",30,58300,12.1801092775914,3.8960732995938,0.319871785285348,-101.8867,33.5665,"Annual estimated Salary of  mednurse  in  Lubbock : $ 58300","Daily estimated Click per job of  mednurse  in  Lubbock :  12.1801092775914 clicks","Daily estimated Local Click ratio per job in  Lubbock : $ 0.319871785285348"
"654","Tulsa","OK","mednurse",108,58250,12.2781488428326,2.8404734054934,0.231343783322152,-95.9037,36.1284,"Annual estimated Salary of  mednurse  in  Tulsa : $ 58250","Daily estimated Click per job of  mednurse  in  Tulsa :  12.2781488428326 clicks","Daily estimated Local Click ratio per job in  Tulsa : $ 0.231343783322152"
"655","San Diego","CA","hr",35,58200,39.8005721573768,13.1811166783917,0.33117907517188,-117.1225,32.8312,"Annual estimated Salary of  hr  in  San Diego : $ 58200","Daily estimated Click per job of  hr  in  San Diego :  39.8005721573768 clicks","Daily estimated Local Click ratio per job in  San Diego : $ 0.33117907517188"
"656","San Francisco","CA","media",44,58200,19.1523815217214,4.43409512165791,0.231516645417128,-122.4429,37.7561,"Annual estimated Salary of  media  in  San Francisco : $ 58200","Daily estimated Click per job of  media  in  San Francisco :  19.1523815217214 clicks","Daily estimated Local Click ratio per job in  San Francisco : $ 0.231516645417128"
"657","Nashville","TN","accounting",52,58150,21.1020684353312,3.92088110373941,0.185805534455318,-86.7844,36.1714,"Annual estimated Salary of  accounting  in  Nashville : $ 58150","Daily estimated Click per job of  accounting  in  Nashville :  21.1020684353312 clicks","Daily estimated Local Click ratio per job in  Nashville : $ 0.185805534455318"
"658","Salt Lake City","UT","management",67,58100,24.8402440460366,6.02182914527069,0.242422302055905,-111.9301,40.7774,"Annual estimated Salary of  management  in  Salt Lake City : $ 58100","Daily estimated Click per job of  management  in  Salt Lake City :  24.8402440460366 clicks","Daily estimated Local Click ratio per job in  Salt Lake City : $ 0.242422302055905"
"659","Minneapolis","MN","accounting",51,57900,17.1072301053753,5.57451061986569,0.325856996458715,-93.2679,44.9635,"Annual estimated Salary of  accounting  in  Minneapolis : $ 57900","Daily estimated Click per job of  accounting  in  Minneapolis :  17.1072301053753 clicks","Daily estimated Local Click ratio per job in  Minneapolis : $ 0.325856996458715"
"660","Minneapolis","MN","sales",90,57900,17.991348239016,5.52583411113609,0.307138411069871,-93.2679,44.9635,"Annual estimated Salary of  sales  in  Minneapolis : $ 57900","Daily estimated Click per job of  sales  in  Minneapolis :  17.991348239016 clicks","Daily estimated Local Click ratio per job in  Minneapolis : $ 0.307138411069871"
"661","Portland","OR","marketing",25,57900,42.71142133934,14.8602623049814,0.347922448820361,-122.65,45.5372,"Annual estimated Salary of  marketing  in  Portland : $ 57900","Daily estimated Click per job of  marketing  in  Portland :  42.71142133934 clicks","Daily estimated Local Click ratio per job in  Portland : $ 0.347922448820361"
"662","Durham","NC","mednurse",42,57800,12.8801653632758,2.90703192338475,0.225698338600011,-78.9045,35.9801,"Annual estimated Salary of  mednurse  in  Durham : $ 57800","Daily estimated Click per job of  mednurse  in  Durham :  12.8801653632758 clicks","Daily estimated Local Click ratio per job in  Durham : $ 0.225698338600011"
"663","New York","NY","medinfo",24,57800,51.7752236284229,7.97266152602609,0.153986037476994,-73.9249,40.6943,"Annual estimated Salary of  medinfo  in  New York : $ 57800","Daily estimated Click per job of  medinfo  in  New York :  51.7752236284229 clicks","Daily estimated Local Click ratio per job in  New York : $ 0.153986037476994"
"664","Boca Raton","FL","management",28,57750,22.0640571160378,2.53038278162163,0.114683476765583,-80.1078,26.3749,"Annual estimated Salary of  management  in  Boca Raton : $ 57750","Daily estimated Click per job of  management  in  Boca Raton :  22.0640571160378 clicks","Daily estimated Local Click ratio per job in  Boca Raton : $ 0.114683476765583"
"665","Des Moines","IA","mednurse",45,57700,11.865306476468,3.04543006653499,0.256666785015193,-93.6104,41.5725,"Annual estimated Salary of  mednurse  in  Des Moines : $ 57700","Daily estimated Click per job of  mednurse  in  Des Moines :  11.865306476468 clicks","Daily estimated Local Click ratio per job in  Des Moines : $ 0.256666785015193"
"666","San Jose","CA","marketing",25,57700,19.271139448984,5.80374928834361,0.301162746692157,-121.8488,37.302,"Annual estimated Salary of  marketing  in  San Jose : $ 57700","Daily estimated Click per job of  marketing  in  San Jose :  19.271139448984 clicks","Daily estimated Local Click ratio per job in  San Jose : $ 0.301162746692157"
"667","Jacksonville","FL","mednurse",102,57650,20.1139598388365,6.08977362930325,0.302763537269523,-81.6749,30.3322,"Annual estimated Salary of  mednurse  in  Jacksonville : $ 57650","Daily estimated Click per job of  mednurse  in  Jacksonville :  20.1139598388365 clicks","Daily estimated Local Click ratio per job in  Jacksonville : $ 0.302763537269523"
"668","Fairfax","VA","management",35,57500,23.4291176833685,2.09132120885385,0.0892616289318655,-77.2998,38.8531,"Annual estimated Salary of  management  in  Fairfax : $ 57500","Daily estimated Click per job of  management  in  Fairfax :  23.4291176833685 clicks","Daily estimated Local Click ratio per job in  Fairfax : $ 0.0892616289318655"
"669","Wichita","KS","mednurse",44,57450,14.4116626687438,6.49962878727002,0.450997843667718,-97.344,37.6894,"Annual estimated Salary of  mednurse  in  Wichita : $ 57450","Daily estimated Click per job of  mednurse  in  Wichita :  14.4116626687438 clicks","Daily estimated Local Click ratio per job in  Wichita : $ 0.450997843667718"
"670","Temple","TX","mednurse",21,57400,14.4051176976772,2.49435937972641,0.173157861815223,-97.3899,31.1077,"Annual estimated Salary of  mednurse  in  Temple : $ 57400","Daily estimated Click per job of  mednurse  in  Temple :  14.4051176976772 clicks","Daily estimated Local Click ratio per job in  Temple : $ 0.173157861815223"
"671","Lansing","MI","management",25,57300,20.2241367973876,2.82634415819724,0.139751040378758,-84.5598,42.7142,"Annual estimated Salary of  management  in  Lansing : $ 57300","Daily estimated Click per job of  management  in  Lansing :  20.2241367973876 clicks","Daily estimated Local Click ratio per job in  Lansing : $ 0.139751040378758"
"672","Stockton","CA","management",23,57300,26.5278071917841,8.436896584392,0.318039728025654,-121.3111,37.9766,"Annual estimated Salary of  management  in  Stockton : $ 57300","Daily estimated Click per job of  management  in  Stockton :  26.5278071917841 clicks","Daily estimated Local Click ratio per job in  Stockton : $ 0.318039728025654"
"673","New Orleans","LA","sales",33,57200,31.779354249466,7.24485365336138,0.227973595576855,-89.9288,30.0687,"Annual estimated Salary of  sales  in  New Orleans : $ 57200","Daily estimated Click per job of  sales  in  New Orleans :  31.779354249466 clicks","Daily estimated Local Click ratio per job in  New Orleans : $ 0.227973595576855"
"674","Boise","ID","mednurse",44,57100,12.700211380348,3.4023911005075,0.267900352097467,-116.2035,43.6135,"Annual estimated Salary of  mednurse  in  Boise : $ 57100","Daily estimated Click per job of  mednurse  in  Boise :  12.700211380348 clicks","Daily estimated Local Click ratio per job in  Boise : $ 0.267900352097467"
"675","Philadelphia","PA","hr",47,57100,25.7159726317712,8.08718672212334,0.314481075163841,-75.134,40.0076,"Annual estimated Salary of  hr  in  Philadelphia : $ 57100","Daily estimated Click per job of  hr  in  Philadelphia :  25.7159726317712 clicks","Daily estimated Local Click ratio per job in  Philadelphia : $ 0.314481075163841"
"676","St. Louis","MO","hr",22,57100,44.8803038244792,1.24934274991917,0.0278372168514094,NA,NA,"Annual estimated Salary of  hr  in  St. Louis : $ 57100","Daily estimated Click per job of  hr  in  St. Louis :  44.8803038244792 clicks","Daily estimated Local Click ratio per job in  St. Louis : $ 0.0278372168514094"
"677","Houston","TX","accounting",152,57050,40.0149140984516,17.3340452493388,0.433189615419155,-95.3936,29.7871,"Annual estimated Salary of  accounting  in  Houston : $ 57050","Daily estimated Click per job of  accounting  in  Houston :  40.0149140984516 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.433189615419155"
"678","Tampa","FL","hr",32,57000,37.4008175336058,9.14945856031852,0.244632581950848,-82.4454,27.9937,"Annual estimated Salary of  hr  in  Tampa : $ 57000","Daily estimated Click per job of  hr  in  Tampa :  37.4008175336058 clicks","Daily estimated Local Click ratio per job in  Tampa : $ 0.244632581950848"
"679","Tampa","FL","management",134,56950,26.7199283957524,6.34230948249529,0.237362517913915,-82.4454,27.9937,"Annual estimated Salary of  management  in  Tampa : $ 56950","Daily estimated Click per job of  management  in  Tampa :  26.7199283957524 clicks","Daily estimated Local Click ratio per job in  Tampa : $ 0.237362517913915"
"680","Santa Barbara","CA","mednurse",21,56900,10.9361576537407,2.48500180877785,0.227228052800413,-119.7202,34.4285,"Annual estimated Salary of  mednurse  in  Santa Barbara : $ 56900","Daily estimated Click per job of  mednurse  in  Santa Barbara :  10.9361576537407 clicks","Daily estimated Local Click ratio per job in  Santa Barbara : $ 0.227228052800413"
"681","Bronx","NY","mednurse",52,56750,17.1825352858604,5.21640146693592,0.303587414787882,-73.8662,40.8501,"Annual estimated Salary of  mednurse  in  Bronx : $ 56750","Daily estimated Click per job of  mednurse  in  Bronx :  17.1825352858604 clicks","Daily estimated Local Click ratio per job in  Bronx : $ 0.303587414787882"
"682","Harrisburg","PA","sales",24,56750,21.7708526166981,4.17049137427955,0.191563070482633,-76.8843,40.2752,"Annual estimated Salary of  sales  in  Harrisburg : $ 56750","Daily estimated Click per job of  sales  in  Harrisburg :  21.7708526166981 clicks","Daily estimated Local Click ratio per job in  Harrisburg : $ 0.191563070482633"
"683","Houston","TX","legal",36,56700,43.3942236234585,17.810884670996,0.410443676226243,-95.3936,29.7871,"Annual estimated Salary of  legal  in  Houston : $ 56700","Daily estimated Click per job of  legal  in  Houston :  43.3942236234585 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.410443676226243"
"684","Rockville","MD","mednurse",25,56700,17.0662342229557,1.63991968463247,0.0960914788352443,-77.1553,39.0834,"Annual estimated Salary of  mednurse  in  Rockville : $ 56700","Daily estimated Click per job of  mednurse  in  Rockville :  17.0662342229557 clicks","Daily estimated Local Click ratio per job in  Rockville : $ 0.0960914788352443"
"685","Seattle","WA","legal",30,56700,25.0253633078813,5.91005770498141,0.236162713494759,-122.3238,47.6217,"Annual estimated Salary of  legal  in  Seattle : $ 56700","Daily estimated Click per job of  legal  in  Seattle :  25.0253633078813 clicks","Daily estimated Local Click ratio per job in  Seattle : $ 0.236162713494759"
"686","Brooklyn","NY","management",68,56600,25.7523138306819,7.76419990927111,0.301495234964893,-73.9496,40.6501,"Annual estimated Salary of  management  in  Brooklyn : $ 56600","Daily estimated Click per job of  management  in  Brooklyn :  25.7523138306819 clicks","Daily estimated Local Click ratio per job in  Brooklyn : $ 0.301495234964893"
"687","Denver","CO","hr",25,56500,33.5111368233884,10.6762585094469,0.318588371552815,-104.8759,39.7621,"Annual estimated Salary of  hr  in  Denver : $ 56500","Daily estimated Click per job of  hr  in  Denver :  33.5111368233884 clicks","Daily estimated Local Click ratio per job in  Denver : $ 0.318588371552815"
"688","Grand Rapids","MI","sales",26,56500,22.4875440048721,6.4255223589938,0.285736955427487,-85.6557,42.9615,"Annual estimated Salary of  sales  in  Grand Rapids : $ 56500","Daily estimated Click per job of  sales  in  Grand Rapids :  22.4875440048721 clicks","Daily estimated Local Click ratio per job in  Grand Rapids : $ 0.285736955427487"
"689","Schaumburg","IL","management",24,56500,18.9186902105389,1.85741176837203,0.0981786660546587,-88.0838,42.0307,"Annual estimated Salary of  management  in  Schaumburg : $ 56500","Daily estimated Click per job of  management  in  Schaumburg :  18.9186902105389 clicks","Daily estimated Local Click ratio per job in  Schaumburg : $ 0.0981786660546587"
"690","Aurora","CO","mednurse",45,56400,14.1759883838108,2.22329474438866,0.156835254388872,-104.7274,39.7085,"Annual estimated Salary of  mednurse  in  Aurora : $ 56400","Daily estimated Click per job of  mednurse  in  Aurora :  14.1759883838108 clicks","Daily estimated Local Click ratio per job in  Aurora : $ 0.156835254388872"
"691","Baltimore","MD","management",109,56400,23.8542760423666,4.83214037535803,0.202569148054456,-76.6144,39.3051,"Annual estimated Salary of  management  in  Baltimore : $ 56400","Daily estimated Click per job of  management  in  Baltimore :  23.8542760423666 clicks","Daily estimated Local Click ratio per job in  Baltimore : $ 0.202569148054456"
"692","Yuma","AZ","mednurse",26,56300,14.6506242016772,4.7473656355076,0.324038455301046,-114.5489,32.599,"Annual estimated Salary of  mednurse  in  Yuma : $ 56300","Daily estimated Click per job of  mednurse  in  Yuma :  14.6506242016772 clicks","Daily estimated Local Click ratio per job in  Yuma : $ 0.324038455301046"
"693","Olympia","WA","mednurse",24,56250,14.3485114370355,2.97795710779307,0.207544672550948,-122.8958,47.0417,"Annual estimated Salary of  mednurse  in  Olympia : $ 56250","Daily estimated Click per job of  mednurse  in  Olympia :  14.3485114370355 clicks","Daily estimated Local Click ratio per job in  Olympia : $ 0.207544672550948"
